지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
133,대전,2018-10-21 11:00,15.1,,1.2,58,
133,대전,2018-10-21 12:00,17.3,,1.2,46,
133,대전,2018-10-21 13:00,18.9,,1.7,42,
133,대전,2018-10-21 14:00,20.3,,1.5,36,
133,대전,2018-10-21 15:00,20.4,,1.7,33,
133,대전,2018-10-21 16:00,20.1,,1,41,
133,대전,2018-10-21 17:00,18,,1.4,43,
133,대전,2018-10-21 18:00,16.2,,.9,48,
133,대전,2018-10-21 19:00,14.2,,1.5,61,
133,대전,2018-10-21 20:00,12.6,,.3,68,
133,대전,2018-10-21 21:00,11.5,,1.1,73,
133,대전,2018-10-21 22:00,10.7,,0,77,
133,대전,2018-10-21 23:00,9.7,,.6,82,
133,대전,2018-10-22 00:00,9.3,,1.1,85,
133,대전,2018-10-22 01:00,8.9,,.9,87,
133,대전,2018-10-22 02:00,8.6,,.7,88,
133,대전,2018-10-22 03:00,8.1,,.7,90,
133,대전,2018-10-22 04:00,8.3,,1.2,90,
133,대전,2018-10-22 05:00,8.3,,.4,90,
133,대전,2018-10-22 06:00,8.3,,1,91,
133,대전,2018-10-22 07:00,8.2,,.9,91,
133,대전,2018-10-22 08:00,8.6,,.2,90,
133,대전,2018-10-22 09:00,10,,.2,86,
133,대전,2018-10-22 10:00,12.8,,.5,69,
133,대전,2018-10-22 11:00,15.1,,.6,64,
133,대전,2018-10-22 12:00,16.6,,.5,56,
133,대전,2018-10-22 13:00,18.3,,1.2,51,
133,대전,2018-10-22 14:00,20,,1.3,47,
133,대전,2018-10-22 15:00,20.7,,1.4,43,
133,대전,2018-10-22 16:00,19.5,,1.2,52,
133,대전,2018-10-22 17:00,18.1,,1.2,53,
133,대전,2018-10-22 18:00,17,,.8,58,
133,대전,2018-10-22 19:00,16.5,,1.4,63,
133,대전,2018-10-22 20:00,15.8,,.6,68,
133,대전,2018-10-22 21:00,15.1,,1.3,73,
133,대전,2018-10-22 22:00,14.2,,.6,75,
133,대전,2018-10-22 23:00,13,,.3,80,
133,대전,2018-10-23 00:00,11.7,,.2,85,
133,대전,2018-10-23 01:00,10.8,,1.4,88,
133,대전,2018-10-23 02:00,10.3,,.6,89,
133,대전,2018-10-23 03:00,9.6,,1.2,91,
133,대전,2018-10-23 04:00,9.3,,.3,92,
133,대전,2018-10-23 05:00,8.8,,1.2,93,
133,대전,2018-10-23 06:00,8.7,,.8,94,
133,대전,2018-10-23 07:00,8.6,,1,94,
133,대전,2018-10-23 08:00,9.6,,1,93,
133,대전,2018-10-23 09:00,10.3,.2,.6,91,
133,대전,2018-10-23 10:00,11.3,.1,1.4,92,
133,대전,2018-10-23 11:00,12.4,.1,1.5,90,
133,대전,2018-10-23 12:00,14.7,0,1.5,81,
133,대전,2018-10-23 13:00,18.1,,3.5,67,
133,대전,2018-10-23 14:00,19.1,,2.5,64,
133,대전,2018-10-23 15:00,19.4,,2.5,64,
133,대전,2018-10-23 16:00,18.9,,1.5,66,
133,대전,2018-10-23 17:00,18,,1,69,
133,대전,2018-10-23 18:00,15.6,,.8,77,
133,대전,2018-10-23 19:00,14.8,,.6,79,
133,대전,2018-10-23 20:00,13.4,,2.3,87,
133,대전,2018-10-23 21:00,12.5,,1,90,
133,대전,2018-10-23 22:00,12.3,,1,91,
133,대전,2018-10-23 23:00,11.3,,0,92,
133,대전,2018-10-24 00:00,10.7,,0,94,
133,대전,2018-10-24 01:00,9.7,,.2,94,
133,대전,2018-10-24 02:00,9.5,,.9,95,
133,대전,2018-10-24 03:00,8.9,,.2,95,
133,대전,2018-10-24 04:00,8.4,,.6,96,
133,대전,2018-10-24 05:00,8.2,,.4,97,
133,대전,2018-10-24 06:00,8,,.5,96,
133,대전,2018-10-24 07:00,7.7,,0,97,
133,대전,2018-10-24 08:00,8.5,,.7,97,
133,대전,2018-10-24 09:00,10.5,,.5,91,
133,대전,2018-10-24 10:00,13.8,,.9,75,
133,대전,2018-10-24 11:00,15.6,,1.7,59,
133,대전,2018-10-24 12:00,17,,1.2,52,
133,대전,2018-10-24 13:00,17.7,,1.4,49,
133,대전,2018-10-24 14:00,18.2,,1.7,50,
133,대전,2018-10-24 15:00,18.8,,1.4,49,
133,대전,2018-10-24 16:00,18.5,,1.9,53,
133,대전,2018-10-24 17:00,16.9,,1.2,60,
133,대전,2018-10-24 18:00,15.4,,.9,62,
133,대전,2018-10-24 19:00,14.5,,.9,67,
133,대전,2018-10-24 20:00,13.1,,.9,74,
133,대전,2018-10-24 21:00,12.3,,1,77,
133,대전,2018-10-24 22:00,11.3,,.4,82,
133,대전,2018-10-24 23:00,10.6,,.4,87,
133,대전,2018-10-25 00:00,9.7,,1,90,
133,대전,2018-10-25 01:00,8.9,,.8,92,
133,대전,2018-10-25 02:00,8.4,,.6,93,
133,대전,2018-10-25 03:00,7.7,,.9,95,
133,대전,2018-10-25 04:00,7.4,,0,95,
133,대전,2018-10-25 05:00,6.9,,.1,95,
133,대전,2018-10-25 06:00,7,,.2,98,
133,대전,2018-10-25 07:00,7.6,,.2,98,
133,대전,2018-10-25 08:00,8.2,,.2,98,
133,대전,2018-10-25 09:00,8.6,,.2,98,
133,대전,2018-10-25 10:00,10.8,,.6,93,
133,대전,2018-10-25 11:00,14.4,,.5,75,
133,대전,2018-10-25 12:00,17.3,,1.4,62,
133,대전,2018-10-25 13:00,18.8,,1.6,52,
133,대전,2018-10-25 14:00,19.7,,1,41,
133,대전,2018-10-25 15:00,21.2,,1.9,36,
133,대전,2018-10-25 16:00,20.8,,1.2,35,
133,대전,2018-10-25 17:00,19.6,,1,40,
133,대전,2018-10-25 18:00,17.4,,1,48,
133,대전,2018-10-25 19:00,15.6,,.6,55,
133,대전,2018-10-25 20:00,13.9,,.2,65,
133,대전,2018-10-25 21:00,12.5,,1,75,
133,대전,2018-10-25 22:00,11.5,,.2,78,
133,대전,2018-10-25 23:00,10.6,,.6,82,
133,대전,2018-10-26 00:00,10.4,,.6,84,
133,대전,2018-10-26 01:00,10.6,,.2,81,
133,대전,2018-10-26 02:00,10.3,,.3,84,
133,대전,2018-10-26 03:00,10.5,,.7,84,
133,대전,2018-10-26 04:00,10.6,,1.2,82,
133,대전,2018-10-26 05:00,10.8,0,2.1,82,
133,대전,2018-10-26 06:00,10.5,.6,2.2,89,
133,대전,2018-10-26 07:00,10.3,.2,1.3,95,
133,대전,2018-10-26 08:00,10.5,.1,.9,96,
133,대전,2018-10-26 09:00,11,0,.9,94,
133,대전,2018-10-26 10:00,11.5,.2,1.1,96,
133,대전,2018-10-26 11:00,11.9,.4,.2,96,
133,대전,2018-10-26 12:00,12.3,1.7,0,97,
133,대전,2018-10-26 13:00,12.5,2,1.5,97,
133,대전,2018-10-26 14:00,12.6,4.1,1.7,98,
133,대전,2018-10-26 15:00,13.1,3.9,.6,98,
133,대전,2018-10-26 16:00,13.3,7.2,.6,98,
133,대전,2018-10-26 17:00,13.4,1.1,.2,98,
133,대전,2018-10-26 18:00,12.5,,1.6,94,
133,대전,2018-10-26 19:00,11.2,,1.2,94,
133,대전,2018-10-26 20:00,11.2,0,1.2,96,
133,대전,2018-10-26 21:00,11.5,.2,1.9,91,
133,대전,2018-10-26 22:00,11.1,,1.6,86,
133,대전,2018-10-26 23:00,11.7,,3.4,63,
133,대전,2018-10-27 00:00,11.4,0,2.7,66,
133,대전,2018-10-27 01:00,10.7,0,2.9,66,
133,대전,2018-10-27 02:00,10.2,,1.9,71,
133,대전,2018-10-27 03:00,9.3,0,1,83,
133,대전,2018-10-27 04:00,9.8,,1.6,72,
133,대전,2018-10-27 05:00,9.6,,1.8,75,
133,대전,2018-10-27 06:00,8.7,.2,.6,87,
133,대전,2018-10-27 07:00,8.6,,.9,87,
133,대전,2018-10-27 08:00,9.5,,1.3,84,
133,대전,2018-10-27 09:00,11.8,,1.8,64,
133,대전,2018-10-27 10:00,13,,2.5,56,
133,대전,2018-10-27 11:00,12.4,,3.4,49,
133,대전,2018-10-27 12:00,13.5,,3,49,
133,대전,2018-10-27 13:00,13,,4.3,46,
133,대전,2018-10-27 14:00,13.1,,3.9,47,
133,대전,2018-10-27 15:00,14.2,,3.8,44,
133,대전,2018-10-27 16:00,12.5,,4.4,48,
133,대전,2018-10-27 17:00,11.5,,3.3,49,
133,대전,2018-10-27 18:00,10.5,,2.9,52,
133,대전,2018-10-27 19:00,9.6,,1.9,57,
133,대전,2018-10-27 20:00,8.9,,2.1,61,
133,대전,2018-10-27 21:00,7.9,,1.2,66,
133,대전,2018-10-27 22:00,7.4,,1.4,68,
133,대전,2018-10-27 23:00,6.9,,1.1,74,
133,대전,2018-10-28 00:00,6.2,,1.6,81,
133,대전,2018-10-28 01:00,6.5,,.8,79,
133,대전,2018-10-28 02:00,6.9,,.9,78,
133,대전,2018-10-28 03:00,6.8,,1.1,81,
133,대전,2018-10-28 04:00,6.6,,1.5,80,
133,대전,2018-10-28 05:00,6.4,,.9,82,
133,대전,2018-10-28 06:00,6,,.6,85,
133,대전,2018-10-28 07:00,6.2,,1.3,85,
133,대전,2018-10-28 08:00,7.6,,2.6,87,
133,대전,2018-10-28 09:00,11.4,,2.2,68,
133,대전,2018-10-28 10:00,14.4,,2.9,57,
133,대전,2018-10-28 11:00,10.1,1.4,3.1,87,
133,대전,2018-10-28 12:00,11.3,.3,3,87,
133,대전,2018-10-28 13:00,12.3,0,1.4,85,
133,대전,2018-10-28 14:00,16,0,3.1,59,
133,대전,2018-10-28 15:00,10.9,5.8,4.5,88,
133,대전,2018-10-28 16:00,11.2,4.7,3.2,88,
133,대전,2018-10-28 17:00,11.4,1,2.3,91,
133,대전,2018-10-28 18:00,10.9,,2.2,92,
133,대전,2018-10-28 19:00,10.3,,1.6,95,
133,대전,2018-10-28 20:00,10.2,,.1,96,
133,대전,2018-10-28 21:00,9.9,,.5,96,
133,대전,2018-10-28 22:00,9.6,,2.2,81,
133,대전,2018-10-28 23:00,9.3,,2.1,81,
133,대전,2018-10-29 00:00,8.3,,.4,86,
133,대전,2018-10-29 01:00,7.4,,.7,92,
133,대전,2018-10-29 02:00,6.6,,1.1,96,
133,대전,2018-10-29 03:00,6.4,,.3,97,
133,대전,2018-10-29 04:00,6.8,0,.8,97,
133,대전,2018-10-29 05:00,6.9,.1,1.3,98,
133,대전,2018-10-29 06:00,6.6,,.6,98,
133,대전,2018-10-29 07:00,6.6,,1,98,
133,대전,2018-10-29 08:00,6.6,,0,98,
133,대전,2018-10-29 09:00,8.6,,.5,97,
133,대전,2018-10-29 10:00,9.7,,.2,93,
133,대전,2018-10-29 11:00,10.9,0,.5,88,
133,대전,2018-10-29 12:00,11.1,,.6,85,
133,대전,2018-10-29 13:00,11.6,.1,1.4,71,
133,대전,2018-10-29 14:00,13.1,,1.3,61,
133,대전,2018-10-29 15:00,12.8,,2.5,63,
133,대전,2018-10-29 16:00,13.3,,3.9,56,
133,대전,2018-10-29 17:00,12.3,,2.2,67,
133,대전,2018-10-29 18:00,11,,2.4,66,
133,대전,2018-10-29 19:00,9.4,,1.5,78,
133,대전,2018-10-29 20:00,9.1,,1,76,
133,대전,2018-10-29 21:00,8.7,,1,76,
133,대전,2018-10-29 22:00,8.1,,1.7,77,
133,대전,2018-10-29 23:00,7.9,,1.5,78,
133,대전,2018-10-30 00:00,7.2,,2.2,77,
133,대전,2018-10-30 01:00,6.3,,1.5,76,
133,대전,2018-10-30 02:00,5,,.8,78,
133,대전,2018-10-30 03:00,4,,.6,80,
133,대전,2018-10-30 04:00,3.3,,.1,78,
133,대전,2018-10-30 05:00,3,,.6,83,
133,대전,2018-10-30 06:00,2.1,,1.4,88,
133,대전,2018-10-30 07:00,1.6,,1.1,90,
133,대전,2018-10-30 08:00,2.5,,.7,89,
133,대전,2018-10-30 09:00,5.4,,.4,74,
133,대전,2018-10-30 10:00,7.4,,1,53,
133,대전,2018-10-30 11:00,9,,.8,53,
133,대전,2018-10-30 12:00,10,,2.2,49,
133,대전,2018-10-30 13:00,10.9,,3.5,49,
133,대전,2018-10-30 14:00,12.1,,1.3,47,
133,대전,2018-10-30 15:00,12.7,,1.4,46,
133,대전,2018-10-30 16:00,12.3,,2.2,46,
133,대전,2018-10-30 17:00,10.6,,1.9,53,
133,대전,2018-10-30 18:00,9.4,,1.5,57,
133,대전,2018-10-30 19:00,7.7,,.6,69,
133,대전,2018-10-30 20:00,6.5,,.7,77,
133,대전,2018-10-30 21:00,6.1,,.6,75,
133,대전,2018-10-30 22:00,5.7,,.1,79,
133,대전,2018-10-30 23:00,5.1,,.4,83,
133,대전,2018-10-31 00:00,4.5,,1.2,87,
133,대전,2018-10-31 01:00,4,,1.2,87,
133,대전,2018-10-31 02:00,3.9,,.1,89,
133,대전,2018-10-31 03:00,4.4,,.3,89,
133,대전,2018-10-31 04:00,4.8,,.5,89,
133,대전,2018-10-31 05:00,5,,.7,87,
133,대전,2018-10-31 06:00,5.3,0,.8,87,
133,대전,2018-10-31 07:00,5.4,,.6,86,
133,대전,2018-10-31 08:00,5.7,,.7,85,
133,대전,2018-10-31 09:00,7.6,,.5,76,
133,대전,2018-10-31 10:00,9.6,,1,62,
133,대전,2018-10-31 11:00,11.1,,1.7,56,
133,대전,2018-10-31 12:00,12.3,,2.4,55,
133,대전,2018-10-31 13:00,13.1,,2.5,47,
133,대전,2018-10-31 14:00,14,,2.3,43,
133,대전,2018-10-31 15:00,14.2,,1.8,41,
133,대전,2018-10-31 16:00,13.6,,2.9,42,
133,대전,2018-10-31 17:00,11.7,,2.2,48,
133,대전,2018-10-31 18:00,9.7,,1.4,59,
133,대전,2018-10-31 19:00,8.2,,.9,66,
133,대전,2018-10-31 20:00,7.2,,1.1,71,
133,대전,2018-10-31 21:00,6.5,,.3,75,
133,대전,2018-10-31 22:00,6.1,,.3,78,
133,대전,2018-10-31 23:00,5.3,,.1,83,
133,대전,2018-11-01 00:00,4.6,,.8,87,
133,대전,2018-11-01 01:00,3.9,,.9,90,
133,대전,2018-11-01 02:00,3.5,,.2,91,
133,대전,2018-11-01 03:00,2.9,,1,93,
133,대전,2018-11-01 04:00,2.7,,1.1,94,
133,대전,2018-11-01 05:00,2.2,,.5,94,
133,대전,2018-11-01 06:00,1.7,,1,95,
133,대전,2018-11-01 07:00,1.5,,.8,95,
133,대전,2018-11-01 08:00,2.4,,.3,95,
133,대전,2018-11-01 09:00,4.9,,.8,88,
133,대전,2018-11-01 10:00,8,,.3,74,
133,대전,2018-11-01 11:00,10.8,,1.6,61,
133,대전,2018-11-01 12:00,12.5,,1.5,54,
133,대전,2018-11-01 13:00,14,,.8,45,
133,대전,2018-11-01 14:00,14.9,,.7,45,
133,대전,2018-11-01 15:00,15.5,,1.1,40,
133,대전,2018-11-01 16:00,15.5,,1.4,37,
133,대전,2018-11-01 17:00,13.5,,.9,40,
133,대전,2018-11-01 18:00,11.5,,1,48,
133,대전,2018-11-01 19:00,9.8,,.8,57,
133,대전,2018-11-01 20:00,8.7,,.5,59,
133,대전,2018-11-01 21:00,7.5,,1.4,68,
133,대전,2018-11-01 22:00,6.6,,.6,77,
133,대전,2018-11-01 23:00,5.6,,1.3,79,
133,대전,2018-11-02 00:00,5,,.5,82,
133,대전,2018-11-02 01:00,4.2,,1.1,85,
133,대전,2018-11-02 02:00,3.8,,.5,87,
133,대전,2018-11-02 03:00,3.3,,0,89,
133,대전,2018-11-02 04:00,2.8,,1,92,
133,대전,2018-11-02 05:00,2.5,,.6,92,
133,대전,2018-11-02 06:00,2.1,,.5,93,
133,대전,2018-11-02 07:00,1.8,,.8,94,
133,대전,2018-11-02 08:00,2.4,,.3,93,
133,대전,2018-11-02 09:00,5.2,,.5,86,
133,대전,2018-11-02 10:00,9.1,,1.2,72,
133,대전,2018-11-02 11:00,12.5,,1.3,59,
133,대전,2018-11-02 12:00,14.9,,.9,47,
133,대전,2018-11-02 13:00,16.7,,1.6,42,
133,대전,2018-11-02 14:00,17.8,,1.1,36,
133,대전,2018-11-02 15:00,18.5,,1.1,37,
133,대전,2018-11-02 16:00,18.2,,.2,35,
133,대전,2018-11-02 17:00,15.9,,1.5,41,
133,대전,2018-11-02 18:00,13.6,,1.3,51,
133,대전,2018-11-02 19:00,11.9,,1,60,
133,대전,2018-11-02 20:00,10.6,,.8,67,
133,대전,2018-11-02 21:00,9.3,,.6,71,
133,대전,2018-11-02 22:00,8.1,,1.1,77,
133,대전,2018-11-02 23:00,7.4,,1,80,
133,대전,2018-11-03 00:00,6.4,,.7,84,
133,대전,2018-11-03 01:00,5.8,,1,85,
133,대전,2018-11-03 02:00,5.1,,.6,87,
133,대전,2018-11-03 03:00,4.6,,.9,90,
133,대전,2018-11-03 04:00,4,,.1,91,
133,대전,2018-11-03 05:00,4,,1,93,
133,대전,2018-11-03 06:00,3.3,,.3,93,
133,대전,2018-11-03 07:00,3.1,,1.3,94,
133,대전,2018-11-03 08:00,3.4,,.5,94,
133,대전,2018-11-03 09:00,6.5,,.2,85,
133,대전,2018-11-03 10:00,9.5,,.4,75,
133,대전,2018-11-03 11:00,13,,.4,62,
133,대전,2018-11-03 12:00,16.1,,1.6,52,
133,대전,2018-11-03 13:00,18,,1.5,43,
133,대전,2018-11-03 14:00,18.9,,1.5,35,
133,대전,2018-11-03 15:00,18.8,,1.6,36,
133,대전,2018-11-03 16:00,18.3,,.8,37,
133,대전,2018-11-03 17:00,16.2,,.6,33,
133,대전,2018-11-03 18:00,14.3,,1,44,
133,대전,2018-11-03 19:00,12.3,,1.5,55,
133,대전,2018-11-03 20:00,11,,0,61,
133,대전,2018-11-03 21:00,9.8,,.5,68,
133,대전,2018-11-03 22:00,8.8,,1.4,72,
133,대전,2018-11-03 23:00,7.7,,.2,77,
133,대전,2018-11-04 00:00,6.9,,.9,81,
133,대전,2018-11-04 01:00,6.3,,.4,85,
133,대전,2018-11-04 02:00,5.6,,0,86,
133,대전,2018-11-04 03:00,5.1,,.7,88,
133,대전,2018-11-04 04:00,4.7,,1.1,91,
133,대전,2018-11-04 05:00,4.3,,1.2,91,
133,대전,2018-11-04 06:00,4,,.6,93,
133,대전,2018-11-04 07:00,3.7,,.7,93,
133,대전,2018-11-04 08:00,4.2,,.8,93,
133,대전,2018-11-04 09:00,6.8,,.2,85,
133,대전,2018-11-04 10:00,9.8,,.8,74,
133,대전,2018-11-04 11:00,13.4,,1.1,61,
133,대전,2018-11-04 12:00,16,,1.9,56,
133,대전,2018-11-04 13:00,17.5,,1.8,41,
133,대전,2018-11-04 14:00,17.6,,1.9,39,
133,대전,2018-11-04 15:00,18.5,,1.6,39,
133,대전,2018-11-04 16:00,18.3,,.8,38,
133,대전,2018-11-04 17:00,16.1,,.4,39,
133,대전,2018-11-04 18:00,13.9,,1.2,54,
133,대전,2018-11-04 19:00,12.2,,1.7,60,
133,대전,2018-11-04 20:00,10.8,,.4,65,
133,대전,2018-11-04 21:00,9.8,,.8,69,
133,대전,2018-11-04 22:00,9,,1,71,
133,대전,2018-11-04 23:00,8.1,,1,78,
133,대전,2018-11-05 00:00,7.2,,0,81,
133,대전,2018-11-05 01:00,6.5,,.1,84,
133,대전,2018-11-05 02:00,5.9,,1.2,87,
133,대전,2018-11-05 03:00,5.7,,1.2,88,
133,대전,2018-11-05 04:00,5.2,,.1,89,
133,대전,2018-11-05 05:00,4.8,,1.3,91,
133,대전,2018-11-05 06:00,4.3,,.5,92,
133,대전,2018-11-05 07:00,4.2,,1.1,94,
133,대전,2018-11-05 08:00,4.8,,.7,93,
133,대전,2018-11-05 09:00,7.4,,0,83,
133,대전,2018-11-05 10:00,10.6,,.7,74,
133,대전,2018-11-05 11:00,12.9,,.6,68,
133,대전,2018-11-05 12:00,15.9,,1.2,58,
133,대전,2018-11-05 13:00,17.1,,1.3,54,
133,대전,2018-11-05 14:00,17.7,,.8,43,
133,대전,2018-11-05 15:00,16.9,,1.3,46,
133,대전,2018-11-05 16:00,17.1,,.8,43,
133,대전,2018-11-05 17:00,16.2,,1.1,41,
133,대전,2018-11-05 18:00,14.3,,1.2,55,
133,대전,2018-11-05 19:00,12.9,,.9,61,
133,대전,2018-11-05 20:00,11.8,,1.1,68,
133,대전,2018-11-05 21:00,11.1,,1.1,72,
133,대전,2018-11-05 22:00,9.6,,0,78,
133,대전,2018-11-05 23:00,9,,0,82,
133,대전,2018-11-06 00:00,8.1,,1.5,86,
133,대전,2018-11-06 01:00,7.6,,0,88,
133,대전,2018-11-06 02:00,7.3,,.8,91,
133,대전,2018-11-06 03:00,6.6,,1.2,93,
133,대전,2018-11-06 04:00,6.2,,1.1,93,
133,대전,2018-11-06 05:00,6,,1.5,94,
133,대전,2018-11-06 06:00,5.6,,1.2,95,
133,대전,2018-11-06 07:00,5.3,,.8,95,
133,대전,2018-11-06 08:00,6.1,,1.4,95,
133,대전,2018-11-06 09:00,7.7,,.1,90,
133,대전,2018-11-06 10:00,10.3,,.4,79,
133,대전,2018-11-06 11:00,12.4,,.9,70,
133,대전,2018-11-06 12:00,14.1,,.4,63,
133,대전,2018-11-06 13:00,17.1,,1,51,
133,대전,2018-11-06 14:00,18.4,,.6,44,
133,대전,2018-11-06 15:00,19.4,,1.1,45,
133,대전,2018-11-06 16:00,18.1,,.9,50,
133,대전,2018-11-06 17:00,16.7,,.3,55,
133,대전,2018-11-06 18:00,15.1,,.2,56,
133,대전,2018-11-06 19:00,13.6,,.7,65,
133,대전,2018-11-06 20:00,12.6,,.3,69,
133,대전,2018-11-06 21:00,12.3,,.6,73,
133,대전,2018-11-06 22:00,11.8,,.2,76,
133,대전,2018-11-06 23:00,11.7,,.2,78,
133,대전,2018-11-07 00:00,11.4,,1.2,82,
133,대전,2018-11-07 01:00,11.3,,0,80,
133,대전,2018-11-07 02:00,11.5,,0,83,
133,대전,2018-11-07 03:00,11.4,,.8,85,
133,대전,2018-11-07 04:00,11.3,,0,85,
133,대전,2018-11-07 05:00,11.2,,0,89,
133,대전,2018-11-07 06:00,11.1,.2,0,93,
133,대전,2018-11-07 07:00,11,,.6,95,
133,대전,2018-11-07 08:00,11.1,,.3,96,
133,대전,2018-11-07 09:00,11.5,.4,.1,95,
133,대전,2018-11-07 10:00,12.2,,0,95,
133,대전,2018-11-07 11:00,12.7,,.2,93,
133,대전,2018-11-07 12:00,13.2,.1,0,90,
133,대전,2018-11-07 13:00,13.8,,.1,89,
133,대전,2018-11-07 14:00,13.9,,.1,88,
133,대전,2018-11-07 15:00,14,0,.3,89,
133,대전,2018-11-07 16:00,13.9,,.2,93,
133,대전,2018-11-07 17:00,13.8,,.5,95,
133,대전,2018-11-07 18:00,13.6,.4,.4,95,
133,대전,2018-11-07 19:00,13.4,,.2,96,
133,대전,2018-11-07 20:00,13.2,,1.2,97,
133,대전,2018-11-07 21:00,13.2,0,.1,97,
133,대전,2018-11-07 22:00,13.1,,.8,98,
133,대전,2018-11-07 23:00,13,,.4,98,
133,대전,2018-11-08 00:00,13,.1,.6,98,
133,대전,2018-11-08 01:00,12.8,,.9,98,
133,대전,2018-11-08 02:00,12.6,,1.4,98,
133,대전,2018-11-08 03:00,12.6,.2,.8,98,
133,대전,2018-11-08 04:00,12.7,,.7,98,
133,대전,2018-11-08 05:00,12.8,,.7,98,
133,대전,2018-11-08 06:00,12.8,2,.6,98,
133,대전,2018-11-08 07:00,13.2,,1.6,98,
133,대전,2018-11-08 08:00,13.2,,3,98,
133,대전,2018-11-08 09:00,13.6,1.6,3.4,98,
133,대전,2018-11-08 10:00,13.7,,1.9,98,
133,대전,2018-11-08 11:00,14,,1.2,98,
133,대전,2018-11-08 12:00,14.3,9.1,2.1,98,
133,대전,2018-11-08 13:00,14.6,,.2,98,
133,대전,2018-11-08 14:00,14.8,,.9,98,
133,대전,2018-11-08 15:00,14.9,.7,.9,98,
133,대전,2018-11-08 16:00,14.8,,.6,98,
133,대전,2018-11-08 17:00,14.7,,1.2,98,
133,대전,2018-11-08 18:00,15,9.7,1.1,98,
133,대전,2018-11-08 19:00,15.5,,2.4,98,
133,대전,2018-11-08 20:00,16.2,,3.1,98,
133,대전,2018-11-08 21:00,15.2,12.2,2.7,95,
133,대전,2018-11-08 22:00,14.9,,4.8,88,
133,대전,2018-11-08 23:00,13.7,,1.9,93,
133,대전,2018-11-09 00:00,13.3,1.6,3.4,88,
133,대전,2018-11-09 01:00,12.7,,1.5,90,
133,대전,2018-11-09 02:00,12.4,,2.2,86,
133,대전,2018-11-09 03:00,12.2,.3,2,87,
133,대전,2018-11-09 04:00,12,,1.4,88,
133,대전,2018-11-09 05:00,12,,3.6,82,
133,대전,2018-11-09 06:00,11.8,0,1.7,80,
133,대전,2018-11-09 07:00,11.3,,1.4,90,
133,대전,2018-11-09 08:00,11.4,,1.7,86,
133,대전,2018-11-09 09:00,11.6,.7,1.9,84,
133,대전,2018-11-09 10:00,11.5,,2.3,83,
133,대전,2018-11-09 11:00,11.7,,2.7,78,
133,대전,2018-11-09 12:00,12.3,0,2.5,74,
133,대전,2018-11-09 13:00,13.6,,2,66,
133,대전,2018-11-09 14:00,14.5,,2.2,64,
133,대전,2018-11-09 15:00,14.3,,2.3,66,
133,대전,2018-11-09 16:00,14.2,,1.5,70,
133,대전,2018-11-09 17:00,13.5,,2,71,
133,대전,2018-11-09 18:00,12.5,0,2.3,71,
133,대전,2018-11-09 19:00,11.4,,.7,76,
133,대전,2018-11-09 20:00,10.9,,1.3,82,
133,대전,2018-11-09 21:00,9.8,,1.5,88,
133,대전,2018-11-09 22:00,9.3,,.8,91,
133,대전,2018-11-09 23:00,8.5,,.8,94,
133,대전,2018-11-10 00:00,7.9,,.4,95,
133,대전,2018-11-10 01:00,7.5,,.1,96,
133,대전,2018-11-10 02:00,7.3,,.7,97,
133,대전,2018-11-10 03:00,7,,.2,97,
133,대전,2018-11-10 04:00,7,,.8,98,
133,대전,2018-11-10 05:00,6.9,,.4,98,
133,대전,2018-11-10 06:00,6.4,,.9,98,
133,대전,2018-11-10 07:00,6.4,,.8,98,
133,대전,2018-11-10 08:00,6.6,,0,98,
133,대전,2018-11-10 09:00,8.6,,.1,98,
133,대전,2018-11-10 10:00,11.9,,1.1,90,
133,대전,2018-11-10 11:00,14.6,,3.1,78,
133,대전,2018-11-10 12:00,16.2,,2,70,
133,대전,2018-11-10 13:00,17.1,,2.5,66,
133,대전,2018-11-10 14:00,16.6,,1.3,66,
133,대전,2018-11-10 15:00,16.4,,2,69,
133,대전,2018-11-10 16:00,17.1,,1.3,64,
133,대전,2018-11-10 17:00,15.9,,1.4,65,
133,대전,2018-11-10 18:00,14.5,,.7,71,
133,대전,2018-11-10 19:00,12.9,,1.1,74,
133,대전,2018-11-10 20:00,12,,.1,78,
133,대전,2018-11-10 21:00,11.1,,.8,82,
133,대전,2018-11-10 22:00,10.3,,1.1,86,
133,대전,2018-11-10 23:00,9.4,,.2,89,
133,대전,2018-11-11 00:00,8.5,,.9,93,
133,대전,2018-11-11 01:00,8.1,,0,95,
133,대전,2018-11-11 02:00,7.5,,.1,96,
133,대전,2018-11-11 03:00,6.8,,.8,96,
133,대전,2018-11-11 04:00,6.9,,1.4,98,
133,대전,2018-11-11 05:00,7.2,,.9,98,
133,대전,2018-11-11 06:00,7.5,,.5,98,
133,대전,2018-11-11 07:00,7.8,,.7,98,
133,대전,2018-11-11 08:00,8,,0,98,
133,대전,2018-11-11 09:00,8.8,,.1,98,
133,대전,2018-11-11 10:00,9.3,,.4,98,
133,대전,2018-11-11 11:00,10,,.7,97,
133,대전,2018-11-11 12:00,10.6,,.5,94,
133,대전,2018-11-11 13:00,10.9,,.4,92,
133,대전,2018-11-11 14:00,11.3,,1.1,91,
133,대전,2018-11-11 15:00,11.3,0,.1,89,
133,대전,2018-11-11 16:00,11.5,,1.2,84,
133,대전,2018-11-11 17:00,11.1,,.8,81,
