지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
133,대전,2018-01-01 01:00,-2.5,,1.5,67,
133,대전,2018-01-01 02:00,-2.9,,.9,63,
133,대전,2018-01-01 03:00,-3,,.7,64,
133,대전,2018-01-01 04:00,-3.4,,.9,73,
133,대전,2018-01-01 05:00,-4,,1,78,
133,대전,2018-01-01 06:00,-4.9,,.2,77,
133,대전,2018-01-01 07:00,-4.9,,.8,82,
133,대전,2018-01-01 08:00,-5.2,,1.1,82,
133,대전,2018-01-01 09:00,-4.2,,.2,80,
133,대전,2018-01-01 10:00,-1.3,,.6,69,
133,대전,2018-01-01 11:00,1.9,,.9,51,
133,대전,2018-01-01 12:00,3.2,,1.5,29,
133,대전,2018-01-01 13:00,3.8,,2.2,31,
133,대전,2018-01-01 14:00,4.5,,2.2,34,
133,대전,2018-01-01 15:00,4.8,,1.5,35,
133,대전,2018-01-01 16:00,4.2,,1.7,40,
133,대전,2018-01-01 17:00,3.2,,1.1,47,
133,대전,2018-01-01 18:00,2.2,,1.4,50,
133,대전,2018-01-01 19:00,1,,.7,56,
133,대전,2018-01-01 20:00,-.2,,1.4,63,
133,대전,2018-01-01 21:00,-.9,,1.4,68,
133,대전,2018-01-01 22:00,-1.6,,.3,71,
133,대전,2018-01-01 23:00,-2.2,,.3,72,
133,대전,2018-01-02 00:00,-2.6,,.3,77,
133,대전,2018-01-02 01:00,-2.8,,.4,79,
133,대전,2018-01-02 02:00,-3.4,,.1,81,
133,대전,2018-01-02 03:00,-3.7,,.4,83,
133,대전,2018-01-02 04:00,-4,,.5,85,
133,대전,2018-01-02 05:00,-4.4,,.3,86,
133,대전,2018-01-02 06:00,-4.3,,1,88,
133,대전,2018-01-02 07:00,-4.5,,.4,88,
133,대전,2018-01-02 08:00,-4.6,,1,89,
133,대전,2018-01-02 09:00,-3.9,,.5,88,
133,대전,2018-01-02 10:00,-2.4,,.4,85,
133,대전,2018-01-02 11:00,0,,.5,78,
133,대전,2018-01-02 12:00,1.5,,.5,74,
133,대전,2018-01-02 13:00,3.6,,1.6,71,
133,대전,2018-01-02 14:00,4,,2.2,74,
133,대전,2018-01-02 15:00,4.1,,2.1,71,
133,대전,2018-01-02 16:00,3.1,,1.4,76,
133,대전,2018-01-02 17:00,2.3,,1.1,76,
133,대전,2018-01-02 18:00,.9,,1.1,76,
133,대전,2018-01-02 19:00,-.3,,1.3,64,
133,대전,2018-01-02 20:00,-.9,,.9,65,
133,대전,2018-01-02 21:00,-1.2,,1.1,56,
133,대전,2018-01-02 22:00,-1.7,,1.8,61,
133,대전,2018-01-02 23:00,-1.7,,1.5,56,
133,대전,2018-01-03 00:00,-1.5,,1.6,53,
133,대전,2018-01-03 01:00,-2.1,,1.6,57,
133,대전,2018-01-03 02:00,-2.4,,1.8,59,
133,대전,2018-01-03 03:00,-2.5,,2.9,61,
133,대전,2018-01-03 04:00,-3,,1.6,58,
133,대전,2018-01-03 05:00,-3.9,,1.1,58,
133,대전,2018-01-03 06:00,-5,,.2,55,
133,대전,2018-01-03 07:00,-5.7,,.6,54,
133,대전,2018-01-03 08:00,-5.7,,.9,61,
133,대전,2018-01-03 09:00,-4.7,,.5,58,
133,대전,2018-01-03 10:00,-2.3,,.5,50,
133,대전,2018-01-03 11:00,-1.3,,1.1,46,
133,대전,2018-01-03 12:00,-.1,,1.6,44,
133,대전,2018-01-03 13:00,1.2,,1.9,41,
133,대전,2018-01-03 14:00,2.3,,1.9,39,
133,대전,2018-01-03 15:00,2.6,,3,33,
133,대전,2018-01-03 16:00,2.3,,2.4,33,
133,대전,2018-01-03 17:00,.3,,2.1,35,
133,대전,2018-01-03 18:00,-1.4,,1.6,43,
133,대전,2018-01-03 19:00,-2.6,,1,53,
133,대전,2018-01-03 20:00,-3.3,,1.3,59,
133,대전,2018-01-03 21:00,-3.9,,.5,62,
133,대전,2018-01-03 22:00,-3.9,,1.1,64,
133,대전,2018-01-03 23:00,-3.8,,1.1,66,
133,대전,2018-01-04 00:00,-4.1,,.9,69,
133,대전,2018-01-04 01:00,-4.2,,.9,71,
133,대전,2018-01-04 02:00,-4.2,,1,72,
133,대전,2018-01-04 03:00,-4.2,,1.5,75,
133,대전,2018-01-04 04:00,-4.5,,1.6,74,
133,대전,2018-01-04 05:00,-4.7,,1.2,75,
133,대전,2018-01-04 06:00,-5.1,,1.3,74,
133,대전,2018-01-04 07:00,-5.7,,.8,69,
133,대전,2018-01-04 08:00,-6.1,,.6,68,
133,대전,2018-01-04 09:00,-5.7,,1.1,66,
133,대전,2018-01-04 10:00,-4.3,,1,58,
133,대전,2018-01-04 11:00,-3.1,,1.1,47,
133,대전,2018-01-04 12:00,-1.7,,1.3,43,
133,대전,2018-01-04 13:00,-1.1,,1,40,
133,대전,2018-01-04 14:00,-.5,,1.7,43,
133,대전,2018-01-04 15:00,-.3,,1.4,39,
133,대전,2018-01-04 16:00,-.5,,1.4,41,
133,대전,2018-01-04 17:00,-.9,,.7,43,
133,대전,2018-01-04 18:00,-1.4,,.6,44,
133,대전,2018-01-04 19:00,-1.7,,.7,46,
133,대전,2018-01-04 20:00,-1.7,,.7,47,
133,대전,2018-01-04 21:00,-2.1,,.5,50,
133,대전,2018-01-04 22:00,-2.2,,1.1,52,
133,대전,2018-01-04 23:00,-2.3,,.8,52,
133,대전,2018-01-05 00:00,-2.6,,.6,53,
133,대전,2018-01-05 01:00,-2.9,,.7,55,
133,대전,2018-01-05 02:00,-3,,.4,57,
133,대전,2018-01-05 03:00,-3.1,,.6,56,
133,대전,2018-01-05 04:00,-3.4,,.3,58,
133,대전,2018-01-05 05:00,-3.2,,.7,59,
133,대전,2018-01-05 06:00,-3.4,,.8,59,
133,대전,2018-01-05 07:00,-3.4,,.4,58,
133,대전,2018-01-05 08:00,-3.5,,.7,63,
133,대전,2018-01-05 09:00,-2.9,,.8,64,
133,대전,2018-01-05 10:00,-1.6,,.7,57,
133,대전,2018-01-05 11:00,-.3,,1.1,48,
133,대전,2018-01-05 12:00,1.4,,1.2,44,
133,대전,2018-01-05 13:00,2.8,,1.4,45,
133,대전,2018-01-05 14:00,3.7,,2.2,42,
133,대전,2018-01-05 15:00,3.8,,2.1,45,
133,대전,2018-01-05 16:00,3.5,,2.3,46,
133,대전,2018-01-05 17:00,2.2,,2.1,51,
133,대전,2018-01-05 18:00,.9,,2.3,57,
133,대전,2018-01-05 19:00,-.1,,1.4,61,
133,대전,2018-01-05 20:00,-1.2,,1.1,66,
133,대전,2018-01-05 21:00,-1.8,,1,69,
133,대전,2018-01-05 22:00,-1.7,,1.5,72,
133,대전,2018-01-05 23:00,-1.8,,.9,73,
133,대전,2018-01-06 00:00,-2.2,,.9,74,
133,대전,2018-01-06 01:00,-2.3,,1.3,77,
133,대전,2018-01-06 02:00,-1.9,,1.3,75,
133,대전,2018-01-06 03:00,-2.7,,1.1,78,
133,대전,2018-01-06 04:00,-3.5,,1.3,82,
133,대전,2018-01-06 05:00,-3.6,,1.3,81,
133,대전,2018-01-06 06:00,-4.2,,.3,80,
133,대전,2018-01-06 07:00,-4.4,,1.2,83,
133,대전,2018-01-06 08:00,-4.9,,.7,84,
133,대전,2018-01-06 09:00,-4.1,,.5,83,
133,대전,2018-01-06 10:00,-1.2,,.9,75,
133,대전,2018-01-06 11:00,1,,.8,59,
133,대전,2018-01-06 12:00,2.4,,1.3,53,
133,대전,2018-01-06 13:00,3.5,,1.7,46,
133,대전,2018-01-06 14:00,4.4,,1.7,44,
133,대전,2018-01-06 15:00,5.3,,1.8,42,
133,대전,2018-01-06 16:00,4.7,,1.9,43,
133,대전,2018-01-06 17:00,3.3,,.8,46,
133,대전,2018-01-06 18:00,1.6,,1.1,47,
133,대전,2018-01-06 19:00,.4,,.6,52,
133,대전,2018-01-06 20:00,-.4,,.4,55,
133,대전,2018-01-06 21:00,-1.2,,1.2,61,
133,대전,2018-01-06 22:00,-1.9,,.6,64,
133,대전,2018-01-06 23:00,-2.6,,.7,66,
133,대전,2018-01-07 00:00,-3.1,,.9,69,
133,대전,2018-01-07 01:00,-3.3,,.8,71,
133,대전,2018-01-07 02:00,-4.2,,.8,75,
133,대전,2018-01-07 03:00,-4.6,,1.1,78,
133,대전,2018-01-07 04:00,-5.2,,.4,80,
133,대전,2018-01-07 05:00,-5.8,,.5,82,
133,대전,2018-01-07 06:00,-6.1,,.3,85,
133,대전,2018-01-07 07:00,-6.4,,1.1,86,
133,대전,2018-01-07 08:00,-6.6,,1.2,89,
133,대전,2018-01-07 09:00,-5.5,,.7,89,
133,대전,2018-01-07 10:00,-3.8,,1,83,
133,대전,2018-01-07 11:00,-2.3,,1.1,77,
133,대전,2018-01-07 12:00,-1.2,,.6,69,
133,대전,2018-01-07 13:00,-.3,,.4,64,
133,대전,2018-01-07 14:00,.9,,.5,60,
133,대전,2018-01-07 15:00,2,,.6,56,
133,대전,2018-01-07 16:00,2.2,,1.1,56,
133,대전,2018-01-07 17:00,2,,1,57,
133,대전,2018-01-07 18:00,1.7,,1,58,
133,대전,2018-01-07 19:00,1.6,,.9,59,
133,대전,2018-01-07 20:00,1.5,,1.1,59,
133,대전,2018-01-07 21:00,1.4,,.5,61,
133,대전,2018-01-07 22:00,1.5,,.4,60,
133,대전,2018-01-07 23:00,1.4,,.2,64,
133,대전,2018-01-08 00:00,1.4,,.8,63,
133,대전,2018-01-08 01:00,1.4,,.7,63,
133,대전,2018-01-08 02:00,1.6,,.2,62,
133,대전,2018-01-08 03:00,1.6,0,.1,62,
133,대전,2018-01-08 04:00,1.6,,.9,66,
133,대전,2018-01-08 05:00,1.6,,.9,68,
133,대전,2018-01-08 06:00,1.4,0,.8,67,
133,대전,2018-01-08 07:00,1.6,,.4,65,
133,대전,2018-01-08 08:00,.8,,.3,79,
133,대전,2018-01-08 09:00,.3,.9,.2,90,1
133,대전,2018-01-08 10:00,.5,,.1,93,2.1
133,대전,2018-01-08 11:00,1.1,,.2,90,2.9
133,대전,2018-01-08 12:00,1.9,1.3,.7,87,2.1
133,대전,2018-01-08 13:00,1.9,,.9,88,.9
133,대전,2018-01-08 14:00,2.2,,1.3,90,.2
133,대전,2018-01-08 15:00,2.5,0,.8,90,
133,대전,2018-01-08 16:00,2.6,,2.4,88,
133,대전,2018-01-08 17:00,2.3,,1.2,86,
133,대전,2018-01-08 18:00,2.1,,1.5,87,
133,대전,2018-01-08 19:00,2,,2,87,
133,대전,2018-01-08 20:00,1.6,,1.4,91,
133,대전,2018-01-08 21:00,2,.1,1.8,90,
133,대전,2018-01-08 22:00,1.9,,2.2,79,
133,대전,2018-01-08 23:00,1.3,,2.4,81,.2
133,대전,2018-01-09 00:00,-.1,1.3,3.8,91,2.3
133,대전,2018-01-09 01:00,-.6,,3.1,91,3.6
133,대전,2018-01-09 02:00,-1,,4.1,83,4.3
133,대전,2018-01-09 03:00,-1.3,.4,2.5,80,4.5
133,대전,2018-01-09 04:00,-1.8,,2.3,90,5.1
133,대전,2018-01-09 05:00,-2,,2.8,85,5.4
133,대전,2018-01-09 06:00,-2.4,.8,3.5,88,5.5
133,대전,2018-01-09 07:00,-3.4,,3.2,80,5.1
133,대전,2018-01-09 08:00,-3.5,,2.5,80,4.9
133,대전,2018-01-09 09:00,-2.7,0,1.7,75,4.3
133,대전,2018-01-09 10:00,-1.7,,3,68,4.2
133,대전,2018-01-09 11:00,-.7,,2.8,65,4
133,대전,2018-01-09 12:00,-.8,0,1.3,74,3.8
133,대전,2018-01-09 13:00,-1.3,,2.3,82,4
133,대전,2018-01-09 14:00,-.8,,1.2,82,4.2
133,대전,2018-01-09 15:00,.5,.3,2.3,64,3.5
133,대전,2018-01-09 16:00,0,,2.4,76,2.9
133,대전,2018-01-09 17:00,-.5,,2.2,71,2.9
133,대전,2018-01-09 18:00,-1.2,0,1.2,74,2.9
133,대전,2018-01-09 19:00,-2,,1,76,2.8
133,대전,2018-01-09 20:00,-2.2,,1,84,2.8
133,대전,2018-01-09 21:00,-2.2,,1.3,87,2.7
133,대전,2018-01-09 22:00,-2.1,,2.4,90,2.9
133,대전,2018-01-09 23:00,-2.2,,1.2,94,4.9
133,대전,2018-01-10 00:00,-1.7,1,.4,95,5.1
133,대전,2018-01-10 01:00,-1.2,,1.7,91,5.6
133,대전,2018-01-10 02:00,-1.5,,.6,94,6.7
133,대전,2018-01-10 03:00,-1.9,2,1.2,93,7.8
133,대전,2018-01-10 04:00,-3.5,,2.2,86,7.9
133,대전,2018-01-10 05:00,-4.5,,.3,88,7.2
133,대전,2018-01-10 06:00,-4.3,.3,1.7,88,7.2
133,대전,2018-01-10 07:00,-5.7,,.9,84,7
133,대전,2018-01-10 08:00,-7,,1,85,6.8
133,대전,2018-01-10 09:00,-5.9,,.7,76,6.6
133,대전,2018-01-10 10:00,-4.4,,.5,60,6.5
133,대전,2018-01-10 11:00,-3.3,,1.6,53,6.2
133,대전,2018-01-10 12:00,-2.2,,1.4,54,6
133,대전,2018-01-10 13:00,-2.7,,1.3,61,5.7
133,대전,2018-01-10 14:00,-3.3,,1.4,73,5.5
133,대전,2018-01-10 15:00,-3.6,0,1.3,75,5.5
133,대전,2018-01-10 16:00,-4.4,,2.4,81,5.8
133,대전,2018-01-10 17:00,-5,,3.7,81,6.1
133,대전,2018-01-10 18:00,-5.6,.3,2.2,79,6.3
133,대전,2018-01-10 19:00,-6.3,,2.1,74,6.3
133,대전,2018-01-10 20:00,-7.1,,1.7,76,6.3
133,대전,2018-01-10 21:00,-8.2,0,.6,81,6.2
133,대전,2018-01-10 22:00,-8.3,,.9,84,6
133,대전,2018-01-10 23:00,-8.8,,1,85,6
133,대전,2018-01-11 00:00,-8.9,0,.4,83,6.1
133,대전,2018-01-11 01:00,-9.8,,.7,83,6
133,대전,2018-01-11 02:00,-10.5,,.7,82,6
133,대전,2018-01-11 03:00,-11.4,0,1.2,85,5.9
133,대전,2018-01-11 04:00,-11.4,,.9,83,5.9
133,대전,2018-01-11 05:00,-11.7,,1,85,5.9
133,대전,2018-01-11 06:00,-11.9,,.8,88,5.8
133,대전,2018-01-11 07:00,-12,,1.1,89,5.7
133,대전,2018-01-11 08:00,-12.2,,.6,90,5.6
133,대전,2018-01-11 09:00,-10.6,,.5,88,5.6
133,대전,2018-01-11 10:00,-8.3,,1.8,78,5.5
133,대전,2018-01-11 11:00,-7.4,,1.6,69,5.1
133,대전,2018-01-11 12:00,-6.8,,3,64,4.9
133,대전,2018-01-11 13:00,-5.6,,2.4,65,4.7
133,대전,2018-01-11 14:00,-5.7,,3.9,58,4.5
133,대전,2018-01-11 15:00,-6.1,0,3.7,68,4.4
133,대전,2018-01-11 16:00,-6,,3.1,61,4.4
133,대전,2018-01-11 17:00,-6.9,,2.3,63,4.3
133,대전,2018-01-11 18:00,-8,0,2.3,64,4.3
133,대전,2018-01-11 19:00,-8.9,,.9,66,4.3
133,대전,2018-01-11 20:00,-8.8,,1.3,68,4.3
133,대전,2018-01-11 21:00,-9.3,,1.9,71,4.3
133,대전,2018-01-11 22:00,-9.4,,1.7,72,4.3
133,대전,2018-01-11 23:00,-9.8,,1,73,4.3
133,대전,2018-01-12 00:00,-10.1,,.7,75,4.3
133,대전,2018-01-12 01:00,-10.6,,1.8,82,4.3
133,대전,2018-01-12 02:00,-11.4,,1.7,81,4.4
133,대전,2018-01-12 03:00,-11.9,0,1.5,82,4.5
133,대전,2018-01-12 04:00,-11.9,,1.1,80,4.4
133,대전,2018-01-12 05:00,-12.3,,.9,78,4.4
133,대전,2018-01-12 06:00,-12.2,0,.6,75,4.4
133,대전,2018-01-12 07:00,-13.2,,1.3,75,4.4
133,대전,2018-01-12 08:00,-13.4,,1,76,4.4
133,대전,2018-01-12 09:00,-12,,.7,70,4.4
133,대전,2018-01-12 10:00,-9.7,,.5,63,4.4
133,대전,2018-01-12 11:00,-8.1,,.8,59,4.4
133,대전,2018-01-12 12:00,-7.2,,1.7,51,4.3
133,대전,2018-01-12 13:00,-6,,2.3,48,4.3
133,대전,2018-01-12 14:00,-5.3,,3.3,49,4.2
133,대전,2018-01-12 15:00,-4.7,,2.6,47,4.1
133,대전,2018-01-12 16:00,-4.5,,2.5,46,4.1
133,대전,2018-01-12 17:00,-5.4,,1.8,46,4
133,대전,2018-01-12 18:00,-6.3,,1.1,48,4
133,대전,2018-01-12 19:00,-6.7,,.8,53,4
133,대전,2018-01-12 20:00,-7,,1.4,56,4
133,대전,2018-01-12 21:00,-6.7,,1.1,61,4
133,대전,2018-01-12 22:00,-6.3,,.9,60,4
133,대전,2018-01-12 23:00,-6.3,,.1,60,4
133,대전,2018-01-13 00:00,-6.2,0,1,58,4
133,대전,2018-01-13 01:00,-6.2,,.6,65,4
133,대전,2018-01-13 02:00,-6.3,,.2,69,4
133,대전,2018-01-13 03:00,-6.2,0,.2,70,4
133,대전,2018-01-13 04:00,-6.2,,.2,78,4
133,대전,2018-01-13 05:00,-6.4,,.4,85,4.2
133,대전,2018-01-13 06:00,-6.2,.1,.4,86,4.5
133,대전,2018-01-13 07:00,-6.2,,.2,87,4.6
133,대전,2018-01-13 08:00,-6.1,,.3,87,4.9
133,대전,2018-01-13 09:00,-5.4,0,.4,86,5.2
133,대전,2018-01-13 10:00,-3.8,,.2,81,4.9
133,대전,2018-01-13 11:00,-1.7,,1.2,76,4.6
133,대전,2018-01-13 12:00,.4,0,.4,69,4.4
133,대전,2018-01-13 13:00,2.2,,.7,62,3.9
133,대전,2018-01-13 14:00,3.5,,.9,58,3.4
133,대전,2018-01-13 15:00,4,,.9,56,2.5
133,대전,2018-01-13 16:00,4.2,,1.7,55,2.1
133,대전,2018-01-13 17:00,3,,1.6,57,2
133,대전,2018-01-13 18:00,1.1,,1.2,67,1.9
133,대전,2018-01-13 19:00,.2,,.9,77,1.9
133,대전,2018-01-13 20:00,-.8,,1.1,80,1.8
133,대전,2018-01-13 21:00,-1.7,,.4,83,1.8
133,대전,2018-01-13 22:00,-2.2,,1,86,1.8
133,대전,2018-01-13 23:00,-3,,.4,89,1.8
133,대전,2018-01-14 00:00,-3.7,,1.1,90,1.8
133,대전,2018-01-14 01:00,-4.1,,.4,92,1.8
133,대전,2018-01-14 02:00,-4.6,,0,92,1.8
133,대전,2018-01-14 03:00,-5.1,,1.1,93,1.8
133,대전,2018-01-14 04:00,-5.7,,.8,94,1.8
133,대전,2018-01-14 05:00,-6.2,,.3,94,1.8
133,대전,2018-01-14 06:00,-6.5,,.5,94,1.8
133,대전,2018-01-14 07:00,-7.3,,1,95,1.8
133,대전,2018-01-14 08:00,-7.2,,.2,94,1.8
133,대전,2018-01-14 09:00,-6.2,,.4,93,1.8
133,대전,2018-01-14 10:00,-2.9,,.1,89,1.8
133,대전,2018-01-14 11:00,.2,,.7,76,1.7
133,대전,2018-01-14 12:00,1.6,,1.1,65,1.5
133,대전,2018-01-14 13:00,3.6,,1.2,59,1.3
133,대전,2018-01-14 14:00,5.1,,1,54,.8
133,대전,2018-01-14 15:00,7,,3,57,0
133,대전,2018-01-14 16:00,6,,1.4,60,
133,대전,2018-01-14 17:00,5.6,,.9,62,
133,대전,2018-01-14 18:00,4.1,,.7,67,
133,대전,2018-01-14 19:00,2.6,,1.3,74,
133,대전,2018-01-14 20:00,1.6,,1,78,
133,대전,2018-01-14 21:00,1.2,,.4,80,
133,대전,2018-01-14 22:00,1.4,,.3,80,
133,대전,2018-01-14 23:00,1.4,,1.5,82,
133,대전,2018-01-15 00:00,1,,.9,83,
133,대전,2018-01-15 01:00,1,,.3,83,
133,대전,2018-01-15 02:00,1.4,,.4,84,
133,대전,2018-01-15 03:00,1.8,,.5,83,
133,대전,2018-01-15 04:00,1.9,,1.3,83,
133,대전,2018-01-15 05:00,2.4,,.8,85,
133,대전,2018-01-15 06:00,2.4,,1.3,87,
133,대전,2018-01-15 07:00,5.1,,1.8,86,
133,대전,2018-01-15 08:00,5.2,,1.3,87,
133,대전,2018-01-15 09:00,6.3,,1.9,85,
133,대전,2018-01-15 10:00,7.9,,1.7,79,
133,대전,2018-01-15 11:00,7.8,,2.5,76,
133,대전,2018-01-15 12:00,9.6,,1.7,66,
133,대전,2018-01-15 13:00,10.8,,1.3,57,
133,대전,2018-01-15 14:00,10.7,,3.4,54,
133,대전,2018-01-15 15:00,10.1,,1.5,56,
133,대전,2018-01-15 16:00,10.2,,2.7,58,
133,대전,2018-01-15 17:00,9.3,,1.2,60,
133,대전,2018-01-15 18:00,7.1,,1.4,64,
133,대전,2018-01-15 19:00,5.6,,1,69,
133,대전,2018-01-15 20:00,5,,1.2,72,
133,대전,2018-01-15 21:00,4.3,,.1,74,
133,대전,2018-01-15 22:00,3.5,,1,79,
133,대전,2018-01-15 23:00,2.9,,.7,80,
133,대전,2018-01-16 00:00,2.1,,1.1,85,
133,대전,2018-01-16 01:00,1.6,,0,87,
133,대전,2018-01-16 02:00,.9,,.5,89,
133,대전,2018-01-16 03:00,.5,,.5,91,
133,대전,2018-01-16 04:00,.6,,.7,90,
133,대전,2018-01-16 05:00,.5,,1.1,92,
133,대전,2018-01-16 06:00,.9,,.8,92,
133,대전,2018-01-16 07:00,1.3,,.5,92,
133,대전,2018-01-16 08:00,1.5,,.2,92,
133,대전,2018-01-16 09:00,1.7,,.3,91,
133,대전,2018-01-16 10:00,2.9,,1.5,90,
133,대전,2018-01-16 11:00,4.6,,1,83,
133,대전,2018-01-16 12:00,5.9,,1.2,76,
133,대전,2018-01-16 13:00,6.3,,.4,72,
133,대전,2018-01-16 14:00,6.9,,.6,71,
133,대전,2018-01-16 15:00,7.4,,1.2,67,
133,대전,2018-01-16 16:00,7.1,,1.4,66,
133,대전,2018-01-16 17:00,6.2,,2.1,78,
133,대전,2018-01-16 18:00,5.2,1.3,1.5,90,
133,대전,2018-01-16 19:00,4.4,,2.3,92,
133,대전,2018-01-16 20:00,4.2,,1.3,92,
133,대전,2018-01-16 21:00,3.9,1.5,.7,95,
133,대전,2018-01-16 22:00,3.8,,.7,95,
133,대전,2018-01-16 23:00,3.7,,.5,97,
133,대전,2018-01-17 00:00,3.6,.3,1.1,98,
133,대전,2018-01-17 01:00,3.5,,.3,97,
133,대전,2018-01-17 02:00,3.5,,1.3,97,
133,대전,2018-01-17 03:00,3.5,1.6,1.3,98,
133,대전,2018-01-17 04:00,3.5,,.9,98,
133,대전,2018-01-17 05:00,3.3,,1.4,98,
133,대전,2018-01-17 06:00,2.8,6.1,1.1,98,
133,대전,2018-01-17 07:00,2.5,,1.1,98,
133,대전,2018-01-17 08:00,2.5,,.4,97,
133,대전,2018-01-17 09:00,2.7,3.3,0,97,
133,대전,2018-01-17 10:00,3.5,,.2,97,
133,대전,2018-01-17 11:00,3.6,,1,96,
133,대전,2018-01-17 12:00,4.3,.2,1.5,95,
133,대전,2018-01-17 13:00,5.1,,.6,90,
133,대전,2018-01-17 14:00,5.5,,0,88,
133,대전,2018-01-17 15:00,5.6,,1.3,91,
133,대전,2018-01-17 16:00,6,,2.5,89,
133,대전,2018-01-17 17:00,5.9,,.7,88,
133,대전,2018-01-17 18:00,5.7,,.6,90,
133,대전,2018-01-17 19:00,5.4,,.3,90,
133,대전,2018-01-17 20:00,5,,1.4,91,
133,대전,2018-01-17 21:00,4.6,,.7,93,
133,대전,2018-01-17 22:00,4,,1,96,
133,대전,2018-01-17 23:00,4.5,,1.2,93,
133,대전,2018-01-18 00:00,4.4,,.7,92,
133,대전,2018-01-18 01:00,4.4,,.9,91,
133,대전,2018-01-18 02:00,4.4,,1.4,91,
133,대전,2018-01-18 03:00,4.2,0,1.1,93,
133,대전,2018-01-18 04:00,4.2,,.9,94,
133,대전,2018-01-18 05:00,4.2,,.7,95,
133,대전,2018-01-18 06:00,4.1,0,0,96,
133,대전,2018-01-18 07:00,3.5,,.4,96,
133,대전,2018-01-18 08:00,3,,.3,97,
133,대전,2018-01-18 09:00,3.3,,.7,97,
133,대전,2018-01-18 10:00,4,,1.3,86,
133,대전,2018-01-18 11:00,4.8,,1.3,79,
133,대전,2018-01-18 12:00,5.7,,1.9,67,
133,대전,2018-01-18 13:00,6.1,,2.3,60,
133,대전,2018-01-18 14:00,7.1,,2.2,58,
133,대전,2018-01-18 15:00,6.7,,1.6,62,
133,대전,2018-01-18 16:00,6,,3,62,
133,대전,2018-01-18 17:00,5.6,,1.9,62,
133,대전,2018-01-18 18:00,4.3,,1.4,66,
133,대전,2018-01-18 19:00,3.1,,.8,62,
133,대전,2018-01-18 20:00,2.1,,1,66,
133,대전,2018-01-18 21:00,1.3,,1,71,
133,대전,2018-01-18 22:00,.9,,.4,73,
133,대전,2018-01-18 23:00,.5,,.7,75,
133,대전,2018-01-19 00:00,-.1,,1,78,
133,대전,2018-01-19 01:00,-.7,,1.3,81,
133,대전,2018-01-19 02:00,-1.2,,1,81,
133,대전,2018-01-19 03:00,-1.6,,.4,81,
133,대전,2018-01-19 04:00,-2.1,,0,87,
133,대전,2018-01-19 05:00,-2.5,,.2,87,
133,대전,2018-01-19 06:00,-2.8,,.9,90,
133,대전,2018-01-19 07:00,-3,,1.1,90,
133,대전,2018-01-19 08:00,-3.3,,.5,90,
133,대전,2018-01-19 09:00,-2.6,,.5,91,
133,대전,2018-01-19 10:00,-.8,,.4,84,
133,대전,2018-01-19 11:00,1.6,,1.7,74,
133,대전,2018-01-19 12:00,3.2,,.9,53,
133,대전,2018-01-19 13:00,4.1,,1,34,
133,대전,2018-01-19 14:00,4.8,,1.7,28,
133,대전,2018-01-19 15:00,5.7,,1.6,31,
133,대전,2018-01-19 16:00,5.4,,.9,30,
133,대전,2018-01-19 17:00,4.5,,1.3,32,
133,대전,2018-01-19 18:00,2.6,,1.1,39,
133,대전,2018-01-19 19:00,1.1,,.9,46,
133,대전,2018-01-19 20:00,.1,,1.2,52,
133,대전,2018-01-19 21:00,-.3,,.6,53,
133,대전,2018-01-19 22:00,-1.1,,.5,57,
133,대전,2018-01-19 23:00,-1.9,,1.3,68,
133,대전,2018-01-20 00:00,-2.2,,.8,68,
133,대전,2018-01-20 01:00,-3,,.9,73,
133,대전,2018-01-20 02:00,-3.1,,.8,76,
133,대전,2018-01-20 03:00,-3.6,,1.1,79,
133,대전,2018-01-20 04:00,-4,,.6,79,
133,대전,2018-01-20 05:00,-4.4,,.5,81,
133,대전,2018-01-20 06:00,-4.5,,.6,83,
133,대전,2018-01-20 07:00,-4.5,,.9,84,
133,대전,2018-01-20 08:00,-4.7,,1.3,86,
133,대전,2018-01-20 09:00,-3.8,,.8,83,
133,대전,2018-01-20 10:00,-1.9,,.5,77,
133,대전,2018-01-20 11:00,.8,,.6,73,
133,대전,2018-01-20 12:00,3.7,,.8,59,
133,대전,2018-01-20 13:00,5.7,,1.4,52,
133,대전,2018-01-20 14:00,7.4,,2.3,52,
133,대전,2018-01-20 15:00,7.7,,1.7,49,
133,대전,2018-01-20 16:00,7.2,,3.2,55,
133,대전,2018-01-20 17:00,6.5,,1.6,58,
133,대전,2018-01-20 18:00,5.1,,1,64,
133,대전,2018-01-20 19:00,4.2,,1.4,68,
133,대전,2018-01-20 20:00,2.6,,1.3,73,
133,대전,2018-01-20 21:00,1.9,,.7,78,
133,대전,2018-01-20 22:00,1,,0,80,
133,대전,2018-01-20 23:00,.4,,.1,83,
133,대전,2018-01-21 00:00,0,,.9,88,
133,대전,2018-01-21 01:00,-.7,,.8,89,
133,대전,2018-01-21 02:00,-1.2,,1.2,91,
133,대전,2018-01-21 03:00,-1.6,,.9,93,
133,대전,2018-01-21 04:00,-2.2,,0,93,
133,대전,2018-01-21 05:00,-2.6,,.7,94,
133,대전,2018-01-21 06:00,-2.8,,.8,95,
133,대전,2018-01-21 07:00,-3.6,,.1,94,
133,대전,2018-01-21 08:00,-4,,.9,96,
133,대전,2018-01-21 09:00,-3.7,,.1,95,
